job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003010745049,Digital Marketing & Operation Manager (No BD)(Marketing Agency)(30K – 40K),Kiwi Search (Global) Limited,"Marketing / Public Relations, Management, Sales, CS & Business Devpt, Account Servicing, Digital Marketing","Full Time, Permanent",,Middle,4 years,Non-Degree Tertiary,"Performance bonus, Five-day work week, Flexible working hours"
100003010743032,"Assistant IT Manager (network), big firm, up to 45k",Randstad Hong Kong Limited,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Network & System","Full Time, Permanent",,Senior,N/A,Degree,
100003010741533,Account Executive (Ice Cream & Chilled Products - Food Service),Nestle Hong Kong Ltd,"Hospitality / F & B, Food & Beverage, Sales, CS & Business Devpt, Account Servicing, Sales - Sales Management","Full Time, Permanent",,Entry Level,,Non-Degree Tertiary,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010743905,"Assistant Manager - SAP ERP - Focus on SD/MM, CRM (35K-50k)",Michael Page,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting","Full Time, Permanent",,Middle,N/A,Degree,
100003010743884,OMUSUBI 店舖主管*薪金可達$21k* (新增 子女醫療保障),Hyakunousha International Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Retail Sales, Others",Full Time,,,,,
100003010741234,Global Supply Chain Manager,Avery Dennison Hong Kong B.V.,"Transportation & Logistics, Inventory / Warehousing, Manufacturing, Production Planning / Control, Merchandising & Purchasing, Others",Permanent,,,,,"Double pay, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003010742019,"數據中心保安主任 Data Centre Security Officer (8小時, 5天工作,銀行假)",iAdvantage Limited,"Others, Security / Safety Control","Full Time, Permanent",,Entry Level,3 years,School Certificate,"Dental insurance, Free shuttle bus, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010676840,Accounting Officer,Chow Griffiths & Chan Solicitors,"Accounting, Accounting Clerk / Supervisor, Others, Professional Services, Legal & Compliance","Full Time, Permanent",,Middle,3 years,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003010739891,Human Resource Officer / Assistant Human Resource Officer,RNB Engineering Hong Kong Limited,"Admin & HR, Clerical / Admin Staff, Compensation & Benefits, HR Supporting Staff","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Medical insurance, Performance bonus"
100003010735962,西醫診所助護,,"Medical Services, Nursing","Full Time, Part Time",,,,,"Double pay, Overtime pay, Five-day work week"
100003010739430,Clerical Assistant/ Subject Assistant (SS),HKBUAS Wong Kam Fai Secondary and Primary School,"Admin & HR, Clerical / Admin Staff, Education, Others",Full Time,,Entry Level,N/A,Non-Degree Tertiary,
100003010714879,ASSISTANT ESTATE MANAGER - CUSTOMER SERVICES [Ref. CKCII-AEM-CS],Whampoa Property Management Limited,"Sales, CS & Business Devpt, Customer Service - Manager, Property / Real Estate, Property Management, Others","Full Time, Permanent",,Middle,5 years,Degree,"Education allowance, Life insurance, Medical insurance, Five-day work week"
100003010744421,Recruitment Partner (Hybrid working model / WFH),Flex Human Resources,"Admin & HR, Others, Recruitment / Executive Search, Sales, CS & Business Devpt, Account Servicing","Temporary, Contract, Freelance",,Middle,5 years,Degree,
100003010743302,Training Instructor (Technical),Mitsubishi Elevator Hong Kong Company Limited,"Engineering, Electrical / Electronics, Mechanical","Full Time, Permanent",,Middle,7 years,Non-Degree Tertiary,"Dental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744225,Key Account Management Executive (Consumer Health) welcome fresh graduates,DKSH Hong Kong Limited,"Beauty Care / Health, Others, Sales, CS & Business Devpt, Channel / Distribution, E-commerce, Marketing - Brand / Product Management","Full Time, Permanent",,,,,"Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003010736410,Junior Assistant (frequent travel to UK),SK Hong Kong Limited,"Admin & HR, Clerical / Admin Staff, Hospitality / F & B, Integrated Resort / Casino, Others, Junior Executive",Full Time,,Entry Level,1 year,Degree,"Medical insurance, Performance bonus, Transportation allowance, Travel allowance, Five-day work week, Flexible working hours"
100003010744959,Property Officer – Industrial/ Logistic Property (Developer),Redpath Partners Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Property / Real Estate, Property Management, Others","Full Time, Permanent",,Entry Level,3 years,Degree,
100003010744567,Credit Risk Manager / Senior Credit Risk Manager (Project Manager / Business Analyst),Bank of China (Hong Kong) Limited,"Banking / Finance, Risk Management","Full Time, Permanent",,Middle,2 years,Degree,
100003010741376,Mechanical Engineer,Smith & Associates Far East Ltd,"Engineering, Mechanical, Others, Sciences, Lab, R&D, Research & Development (R&D)","Full Time, Permanent",,,,,"Dental insurance, Double pay, Life insurance, Medical insurance, Overtime pay, Five-day work week"
100003010743301,Registered Engineer (Lift & Escalator),Mitsubishi Elevator Hong Kong Company Limited,"Engineering, Mechanical, Others","Full Time, Permanent",,Middle,2 years,Non-Degree Tertiary,"Dental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus"
100003010744280,Social Media Editor (Chinese) / Content Editor (Chinese) (Oh!爸媽 Ohpama.com),Sing Tao Management Services Limited,"Media & Advertising, Strategic Planning, Editorial / Journalism, Others, Student / Fresh Graduate / No Experience","Full Time, Permanent",,Entry Level,N/A,Degree,"Dental insurance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus"
100003010738896,Customer Services Representative,MF Jebsen Electronics Limited,"Admin & HR, Clerical / Admin Staff, Sales, CS & Business Devpt, Call Centre, Others","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744897,Invoice and Remittance – Leading Financial Institution,TSS,"Banking / Finance, Order Processing & Operation / Settlement","Full Time, Permanent, Temporary, Contract",,Middle,8 years,Non-Degree Tertiary,"Dental insurance, Gratuity, Medical insurance, Performance bonus, Five-day work week"
100003010742757,Customer Relations Representative - Call Centre,"Dah Chong Hong, Limited","Sales, CS & Business Devpt, Call Centre",Full Time,,Entry Level,N/A,School Certificate,"Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010740615,Marketing Manager,1010,"Marketing / Public Relations, Management, Others, Digital Marketing","Full Time, Permanent",,Senior,8 years,Degree,
100003010745090,Site Clerk,Chevalier Group - Building Construction,"Admin & HR, Clerical / Admin Staff, Building & Construction, Building / Construction / QS","Full Time, Permanent",,Entry Level,2 years,School Certificate,"Education allowance, Medical insurance, Performance bonus"
100003010741736,三A級運作助理 (醫院保安),Hospital Authority (Hong Kong East Cluster),"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Others, Security / Safety Control",Full Time,,,,,
100003010745083,IT Pre-Sales Manager (Storage/ Hybrid Solution Dept) - EBG,PERSOLKELLY Hong Kong Limited,"Sales, CS & Business Devpt, Technical Sales / Sales Engineer",Full Time,,Middle,5 years,Degree,"Medical insurance, Five-day work week"
100003010743675,Content Management Specialist (VTE344/J13),VTech Electronics Limited,"E-commerce, Marketing - Brand / Product Management, Product Management / Business Analyst, Others","Full Time, Permanent",,Entry Level,1 year,Degree,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003010739975,Facilities and Administrative Officer,Withers HK Professional Services Limited,"Admin & HR, Clerical / Admin Staff, Property / Real Estate, Others","Full Time, Permanent",,Entry Level,2 years,,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003010739915,CUSTOMER SERVICE SUPERVISOR (HOTLINE) (5-day work),Harbour City Estates Limited,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Property / Real Estate, Property Management","Full Time, Permanent",,Middle,5 years,Non-Degree Tertiary,"Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010744853,Sales Consultant 營業顧問 (月薪可高達40K 或以上),安樂窩僱傭中心 My Sweet Home Employment Agency,"Sales, CS & Business Devpt, Business Development, Customer Service - Supervisor / Officer, Direct Sales","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Performance bonus, Transportation allowance, Travel allowance"
100003010745029,Associate Director Delay Analysis,HK Maxim Recruitment Limited,"Building & Construction, Building / Construction / QS",Full Time,,Senior,15 years,Postgraduate,"Gratuity, Life insurance, Medical insurance, Five-day work week, Flexible working hours"
100003010744117,Assistant Project Manager,"Poly Property (Hong Kong) Co., Limited","Engineering, Engineering Project Management, Property / Real Estate, Property Management, Others",Full Time,,Middle,6 years,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010741858,初級/高級牙科助護 Junior/Senior Dental Clinic Assistant,Dr. Dustin Dental Clinic,"Medical Services, Nursing",Full Time,,Entry Level,N/A,,"Double pay, Overtime pay, Performance bonus, Five-day work week"
100003010737273,Customer Relations Officer - FiT Operation & Planning (Permanent/2-Year Contract),CLP Power Hong Kong Limited,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Account Servicing","Full Time, Contract",,Entry Level,2 years,Non-Degree Tertiary,"Gratuity, Medical insurance, Performance bonus, Five-day work week"
100003010741875,收貨部主任 Goods Flow Team Leader,IKEA,"Transportation & Logistics, Inventory / Warehousing, Sales, CS & Business Devpt, Sales - Sales Management, Wholesale",Full Time,,Entry Level,3 years,,"Double pay, Medical insurance"
100003010498397,項目專責主任 (職位編號：CHCC-KF/9806/PE),Yang Memorial Methodist Social Service,"Others, Junior Executive, Public / Civil, Social Services - Community / Non-profit Organization","Full Time, Contract",,Entry Level,N/A,Non-Degree Tertiary,"Education allowance, Five-day work week"
100003010743318,Assistant Environmental Consultant (Green Building),Fugro Technical Services Limited,"Engineering, Engineering Project Management, Others","Full Time, Permanent",,Entry Level,N/A,Degree,"Life insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010739403,助理項目統籌主任(合約) Assistant Project Officer(Contract),Hong Kong Federation of Education Workers Limited,"Education, Others, Public / Civil, Social Services - Community / Non-profit Organization","Full Time, Contract",,Entry Level,N/A,Non-Degree Tertiary,Double pay
100003010742597,Service Advisor (Ref: PORSCHE-F044),Jebsen Motors Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Account Servicing, Technical Sales / Sales Engineer","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Dental insurance, Life insurance, Medical insurance, Overtime pay, Performance bonus"
100003010742232,[MLB Kids] Senior Sales Associate / Sales Associate 高級銷售助理 / 銷售助理,FnF Hong Kong Limited,"Sales, CS & Business Devpt, Retail Sales, Direct Sales","Full Time, Permanent",,Entry Level,,,"Double pay, Medical insurance"
100003010743352,Business Development Officer (CMS252/J20),VTech Communications Limited,"Engineering, Engineering Project Management, Sales, CS & Business Devpt, Account Servicing, Sales - Sales Management","Full Time, Permanent",,Middle,2 years,Degree,"Double pay, Education allowance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
